cylinders,displacement,horsepower,weight,acceleration,model year,origin,mpg
4.0,-0.513909894504413,-0.4228746008102831,-0.10361123499249844,0.624686320130156,79.0,1,22.3
6.0,0.36962846287949186,-0.3705291382342857,0.3364999443656856,0.9526251762314649,79.0,1,20.2
6.0,0.3024027182959339,0.15292548752568896,0.4479947764697589,0.36962276538469346,79.0,1,20.6
8.0,1.070696942108025,0.6763801132856636,1.0113370860482345,-0.06762904275038621,79.0,1,17.0
8.0,1.0418859087150718,0.6502073819976648,0.8763696577117248,-0.7963820563088517,79.0,1,17.6
8.0,1.5124661207999777,0.8857619635896534,1.1463045143847441,-0.8692573576646986,79.0,1,16.5
8.0,1.19554475347749,0.8072437697256573,0.9996007879320163,-0.14050434410623316,79.0,1,18.2
8.0,1.5028624430023265,1.330698395485632,1.621624588091583,-0.2498172961400026,79.0,1,16.9
8.0,1.5124661207999777,0.9904528887416483,1.2624938657353049,-0.46844320020754204,79.0,1,15.5
8.0,0.7057571857972819,0.54551645684567,0.7355340803171059,-0.21337964546207944,79.0,1,19.2
8.0,1.598899220978838,1.1998347390456383,1.1287000672104168,-0.9421326590205449,79.0,1,18.5
4.0,-1.0036974621846213,-0.8678110327062616,-1.236164003207559,-0.5777561522413122,79.0,2,31.9
4.0,-1.0325084955775747,-1.024847420434254,-1.1774825126264676,-0.14050434410623316,79.0,3,34.1
4.0,-0.9172643620057609,-0.6322564511142731,-1.247900301323777,-0.4320055495296189,79.0,1,35.7
4.0,-0.6963797726597847,-0.6322564511142731,-0.36180979354929976,-0.21337964546207944,79.0,1,27.4
5.0,-0.100951749205414,-0.7107746449782693,0.647511844445469,1.644940539112008,79.0,2,25.4
8.0,1.5028624430023265,0.54551645684567,1.0817548747455439,0.6611239708080785,79.0,1,23.0
4.0,-0.5043062167067619,-0.8678110327062616,0.24847770849404882,3.3575101209744016,79.0,2,27.2
8.0,0.6385314412137238,-0.3705291382342857,0.5184125651670684,2.410131203348396,79.0,1,23.9
4.0,-0.850038617422203,-0.8939837639942604,-0.9134158050115571,-0.8692573576646986,79.0,1,34.2
4.0,-0.850038617422203,-0.8939837639942604,-0.9720972955926482,-0.2498172961400026,79.0,1,34.5
4.0,-1.0421121733752259,-1.024847420434254,-1.1246691711034855,1.3170016830106976,79.0,3,31.8
4.0,-0.9844901065893189,-0.9201564952822591,-0.9955698918250848,-0.3226925974958495,79.0,2,37.3
4.0,-0.4082694387302505,-0.3705291382342857,-0.36180979354929976,0.15099686131715326,79.0,1,28.4
6.0,-0.19698852718192542,0.28378914396568267,-0.4498320294209366,-1.5615727205452403,79.0,1,28.8
6.0,-0.19698852718192542,0.28378914396568267,-0.32660089920064506,-0.978570309698468,79.0,1,26.8
4.0,-0.4082694387302505,-0.3705291382342857,-0.49560359207418775,-0.8692573576646986,79.0,1,33.5
4.0,-0.9172643620057609,-0.7369473762662679,-0.9791390744623792,-0.3226925974958495,80.0,2,41.5
4.0,-1.0036974621846213,-1.1557110768742476,-1.1856979213078205,1.171251080299005,80.0,3,38.1
4.0,-0.9172643620057609,-0.8939837639942604,-1.0073061899413032,-0.031191392072463082,80.0,1,32.1
4.0,-1.0325084955775747,-1.024847420434254,-1.1258428009151074,0.2967474640288459,80.0,3,37.2
4.0,-0.4082694387302505,-0.3705291382342857,-0.3524207550563252,0.33318511470676965,80.0,1,28.0
4.0,-0.513909894504413,-0.4228746008102831,-0.1270838312249349,0.9161875255535424,80.0,1,26.4
4.0,-0.4082694387302505,-0.3705291382342857,0.029008933720767686,1.644940539112008,80.0,1,24.3
6.0,0.3024027182959339,-0.3705291382342857,0.4726410025138172,1.1348134296210812,80.0,1,19.1
4.0,-0.926868039803412,-0.6846019136902706,-0.927499362751019,0.078121559961307,80.0,2,34.3
4.0,-0.5715319612903198,-0.3705291382342857,-0.313690971272805,-0.031191392072463082,80.0,3,29.8
4.0,-0.7059834504574358,-0.7631201075542667,-0.5120344094368933,0.6975616214860023,80.0,3,31.3
4.0,-0.7155871282550869,-0.3181836756582882,-0.6387864290920502,-0.21337964546207944,80.0,3,37.0
4.0,-0.8212275840292496,-0.7631201075542667,-0.8371298672561385,-0.14050434410623316,80.0,3,32.2
4.0,-1.0325084955775747,-1.024847420434254,-1.0190424880575213,0.8433122241976949,80.0,3,46.6
4.0,-0.3602510497419948,0.02206183108569531,-0.20923791803846262,-0.4320055495296189,80.0,1,27.9
4.0,-1.0421121733752259,-1.024847420434254,-1.0190424880575213,1.3170016830106976,80.0,3,40.8
4.0,-0.99409378438697,-1.4697838523302325,-1.048383233348067,2.2279429499587797,80.0,2,44.3
4.0,-0.99409378438697,-1.4697838523302325,-0.7549757804426108,2.956695963517245,80.0,2,43.4
5.0,-0.6963797726597847,-0.9725019578582565,-0.03319344629518899,1.5720652377561604,80.0,2,36.4
4.0,-0.45628782771850623,-0.9725019578582565,0.31889549719135823,2.2643806006367035,80.0,2,30.0
4.0,-0.9844901065893189,-0.9725019578582565,-1.3241862390791956,-0.6506314535971585,80.0,3,44.6
4.0,-0.926868039803412,-0.9725019578582565,-0.9779654446507574,0.8797498748756186,80.0,3,33.8
4.0,-1.0036974621846213,-1.1033656142982502,-1.3300543881373048,-0.10406669342830936,80.0,2,29.8
6.0,-0.2450069161701811,0.728725575861661,-0.08013863876006197,-1.5251350698673172,80.0,3,32.7
3.0,-1.1861673403399928,-0.10880182535429835,-0.6552172464547558,-1.1243209124101612,80.0,3,23.7
4.0,-0.6867760948621335,-0.4228746008102831,-0.5613268615250099,-0.17694199478415631,80.0,2,35.0
4.0,-0.8308312618269007,-0.8416383014182629,-0.8077891219655929,0.515373368096386,80.0,3,32.4
4.0,-0.5619282834926687,-0.5275655259622781,-0.5730631596412281,0.041683909283383204,81.0,1,27.2
4.0,-0.4082694387302505,-0.5275655259622781,-0.40288683695606364,0.2967474640288459,81.0,1,26.6
4.0,-0.3602510497419948,-0.3181836756582882,-0.420491284130391,-0.4320055495296189,81.0,1,25.8
6.0,-0.19698852718192542,0.15292548752568896,-0.29726015391009947,-1.087883261732238,81.0,1,23.5
4.0,-0.5619282834926687,-0.5275655259622781,-0.6962942898615196,-0.978570309698468,81.0,1,30.0
4.0,-1.0997342401611327,-1.2080565394502452,-1.435681071183269,0.47893571741846225,81.0,3,39.1
4.0,-1.0325084955775747,-1.0510201517222528,-1.29484549378865,0.2967474640288459,81.0,1,39.0
4.0,-1.0805268845658305,-1.1557110768742476,-1.4298129221251599,0.18743451199507705,81.0,3,35.1
4.0,-0.926868039803412,-0.9725019578582565,-1.0718558295805034,0.8068745735197724,81.0,3,32.3
4.0,-1.0421121733752259,-1.024847420434254,-1.1774825126264676,1.389876984366544,81.0,3,37.0
4.0,-1.0036974621846213,-1.1033656142982502,-1.0894602767548307,0.624686320130156,81.0,3,37.7
4.0,-0.9844901065893189,-0.9463292265702579,-1.1657462145102493,0.15099686131715326,81.0,3,34.1
4.0,-0.850038617422203,-1.0771928830102515,-0.8958113578372298,-0.2498172961400026,81.0,1,34.7
4.0,-0.9172643620057609,-1.024847420434254,-1.0953284258129399,0.22387216267299956,81.0,1,34.4
4.0,-0.9172643620057609,-1.024847420434254,-0.7021624389196287,1.8635664431795467,81.0,1,29.9
4.0,-0.850038617422203,-0.7892928388422654,-0.9251521031277753,-0.5048808508854659,81.0,2,33.0
4.0,-0.8308312618269007,-0.7631201075542667,-0.9016795068953388,-0.4320055495296189,81.0,3,33.7
4.0,-0.8212275840292496,-0.7631201075542667,-0.7373713332682834,0.4424980667405397,81.0,3,32.4
4.0,-0.7155871282550869,-0.10880182535429835,-0.4263594331885001,-0.2862549468179257,81.0,3,32.9
4.0,-0.7059834504574358,-0.7892928388422654,-0.40288683695606364,0.9890628269093887,81.0,3,31.6
4.0,-0.5043062167067619,-0.6322564511142731,0.29542290095892176,1.7542534911457768,81.0,2,28.1
6.0,-0.4658915055161574,-0.7369473762662679,0.2132688141453941,1.4627522857223916,81.0,2,30.7
6.0,-0.2450069161701811,0.30996187525368135,-0.0918749368762802,-1.087883261732238,81.0,3,25.4
6.0,-0.45628782771850623,0.4146528004056763,-0.05666604252762547,-0.6506314535971585,81.0,3,24.2
6.0,0.3600247850818407,0.15292548752568896,0.5125444161089593,0.078121559961307,81.0,1,22.4
8.0,1.5028624430023265,0.02206183108569531,0.8763696577117248,1.2441263816548513,81.0,1,26.6
6.0,0.062310773354655395,-0.4228746008102831,0.09590583298321166,0.5518110187743097,81.0,1,20.2
6.0,0.3024027182959339,-0.5013927946742794,0.5712259066900505,0.36962276538469346,81.0,1,17.6
4.0,-0.782812872838645,-0.4228746008102831,-0.43809573130471835,1.4627522857223916,82.0,1,28.0
4.0,-0.782812872838645,-0.4228746008102831,-0.3970186878979545,1.0983757789431587,82.0,1,27.0
4.0,-0.782812872838645,-0.4228746008102831,-0.6845579917453014,0.8797498748756186,82.0,1,34.0
4.0,-0.782812872838645,-0.5013927946742794,-0.47330462565337306,0.22387216267299956,82.0,1,31.0
4.0,-0.5619282834926687,-0.5275655259622781,-0.5319861162344642,0.15099686131715326,82.0,1,29.0
4.0,-0.4082694387302505,-0.3705291382342857,-0.28552385579388123,0.8797498748756186,82.0,1,27.0
4.0,-0.513909894504413,-0.3181836756582882,-0.13295198028304403,0.2967474640288459,82.0,1,24.0
4.0,-0.850038617422203,-0.7892928388422654,-1.1716143635683585,-0.10406669342830936,82.0,2,36.0
4.0,-0.9844901065893189,-0.9463292265702579,-1.1188010220453763,0.9526251762314649,82.0,3,37.0
4.0,-0.9844901065893189,-0.9463292265702579,-1.1833506616845768,0.7339992721639261,82.0,3,31.0
4.0,-0.850038617422203,-1.0771928830102515,-1.001438040883194,-0.3226925974958495,82.0,1,38.0
4.0,-0.9172643620057609,-0.8939837639942604,-1.001438040883194,0.624686320130156,82.0,1,36.0
4.0,-0.7059834504574358,-0.4228746008102831,-0.96036099747643,-0.3955678988516958,82.0,3,36.0
4.0,-0.8308312618269007,-0.7631201075542667,-0.907547655953448,-0.3955678988516958,82.0,3,36.0
4.0,-0.8212275840292496,-0.8939837639942604,-0.8606024634885749,0.47893571741846225,82.0,3,34.0
4.0,-0.9844901065893189,-0.9725019578582565,-1.1892188107426858,-0.21337964546207944,82.0,3,38.0
4.0,-0.9844901065893189,-0.9725019578582565,-1.1892188107426858,0.041683909283383204,82.0,3,32.0
4.0,-0.9844901065893189,-0.9725019578582565,-1.1540099163940312,0.22387216267299956,82.0,3,38.0
6.0,-0.12015910480071627,0.15292548752568896,-0.03906159535329811,0.2967474640288459,82.0,1,25.0
6.0,0.6577387968090261,-0.5013927946742794,0.04309249146022958,0.515373368096386,82.0,1,38.0
4.0,-0.3602510497419948,-0.3181836756582882,-0.4615683275371548,-0.3955678988516958,82.0,1,26.0
6.0,0.36962846287949186,0.20527095010168644,-0.16816087463169876,-0.3226925974958495,82.0,1,22.0
4.0,-0.4754951833138085,-0.21349275050629327,-0.3676779426074089,-0.6141938029192353,82.0,3,32.0
4.0,-0.5619282834926687,-0.5275655259622781,-0.7138987370358469,-0.9421326590205449,82.0,1,36.0
4.0,-0.4082694387302505,-0.3705291382342857,-0.03319344629518899,0.624686320130156,82.0,1,27.0
4.0,-0.513909894504413,-0.4752200633862806,-0.22097421615468085,0.0052462586054600625,82.0,1,27.0
4.0,-0.926868039803412,-1.3650929271782375,-0.9955698918250848,3.2846348196185553,82.0,2,44.0
4.0,-0.5619282834926687,-0.5275655259622781,-0.8019209729074838,-1.4522597685114709,82.0,1,32.0
4.0,-0.7059834504574358,-0.6584291824022718,-0.4146231350722819,1.0983757789431587,82.0,1,28.0
4.0,-0.7155871282550869,-0.5799109885382756,-0.3031283029682086,1.389876984366544,82.0,1,31.0
